,cena,powierzchnia,liczba_pokoi,stan_wykonczenia,balkon_ogrod_taras,czynsz,miejsce_parkingowe,ogrzewanie,lokalizacja
182,950008,72.2,3,do zamieszkania,balkon,,,,"Krowodrza, Krowodrza, Kraków, małopolskie"
183,780000,42.15,2,,balkon,500,,miejskie,"ul. Bieńczycka, Bieńczyce, Bieńczyce, Kraków, małopolskie"
184,715000,43.0,2,do zamieszkania,balkon,520,,miejskie,"Czyżyny, Czyżyny, Kraków, małopolskie"
185,860000,53.83,3,do zamieszkania,ogródek,230,garaż/miejsce parkingowe,gazowe,"ul. Lubocka 31C, Lubocza, Wzgórza Krzesławickie, Kraków, małopolskie"
186,680656,44.78,2,do wykończenia,balkon,,,miejskie,"ul. Kazimierza Siemienowicza, Płaszów, Podgórze, Kraków, małopolskie"
187,447616,34.97,2,,balkon,,,,"Przewóz, Podgórze, Kraków, małopolskie"
188,624294,63.06,3,,balkon,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
189,996960,107.2,4,,balkon,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
190,707324,72.92,4,,taras,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
191,538056,50.76,3,,balkon,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
192,514126,43.57,2,,balkon,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
193,414750,33.18,2,,taras,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
194,437125,34.97,2,,taras,,garaż/miejsce parkingowe,,"Przewóz, Podgórze, Kraków, małopolskie"
195,2199000,104.0,7,do zamieszkania,"balkon, ogródek",1,garaż/miejsce parkingowe,gazowe,"ul. Józefa Brodowicza, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
196,1019000,71.0,4,do zamieszkania,"balkon, ogródek",550,,miejskie,"ul. Macieja Miechowity, Olsza, Prądnik Czerwony, Kraków, małopolskie"
197,885240,49.18,2,do wykończenia,balkon,600,,miejskie,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie"
198,730000,53.5,2,do zamieszkania,balkon,500,,gazowe,"Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
199,1650000,151.11,5,do wykończenia,balkon,,,,"ul. Odlewnicza, Małe Błonia, Krowodrza, Kraków, małopolskie"
200,650000,55.7,3,,,700,,miejskie,"os. Jagiellońskie, Bieńczyce, Bieńczyce, Kraków, małopolskie"
201,1198000,92.16,5,do zamieszkania,balkon,900,,,"Osiedle Oświecenia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
202,1050000,71.8,3,do zamieszkania,balkon,830,,miejskie,"ul. Rezedowa, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
203,1419000,84.5,3,do zamieszkania,balkon,800,garaż/miejsce parkingowe,,"ul. św. Benedykta, Stare Podgórze, Podgórze, Kraków, małopolskie"
204,790000,48.94,3,do zamieszkania,"ogródek, taras",,garaż/miejsce parkingowe,kotłownia,"ul. Stelmachów, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
205,509000,33.61,1,,balkon,,garaż/miejsce parkingowe,,"Samuela Bogumiła Lindego, Bronowice, Bronowice, Kraków, małopolskie"
206,807703,52.89,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wadowicka, Stare Podgórze, Podgórze, Kraków, małopolskie"
207,809505,53.58,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wadowicka, Stare Podgórze, Podgórze, Kraków, małopolskie"
208,1322241,76.77,3,do wykończenia,"taras, ogródek",,garaż/miejsce parkingowe,,"ul. Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie"
209,1654880,80.58,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie"
210,1267000,85.34,3,do wykończenia,ogródek,,,,"ul. Odlewnicza, Małe Błonia, Krowodrza, Kraków, małopolskie"
211,1050871,76.65,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
212,964271,72.23,4,do wykończenia,"taras, ogródek",,garaż/miejsce parkingowe,,"ul. Wiarusa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
213,820692,55.08,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Wiarusa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
214,666190,42.98,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Wiarusa, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
215,744649,60.13,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
216,604778,45.75,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
217,,56.86,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Bartosza Głowackiego, Bronowice, Bronowice, Kraków, małopolskie"
218,,39.49,2,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Bartosza Głowackiego, Bronowice, Bronowice, Kraków, małopolskie"
219,,48.97,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Bartosza Głowackiego, Bronowice, Bronowice, Kraków, małopolskie"
220,,46.55,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
221,,66.72,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
222,,102.33,4,do wykończenia,taras,,garaż/miejsce parkingowe,,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
223,1062919,74.33,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Jana Sabały, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
224,1118108,90.17,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Jana Sabały, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
225,2199000,101.9,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Emaus, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
226,565000,43.9,3,do remontu,,,,miejskie,"ul. Młyńska, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
227,899000,72.0,2,do zamieszkania,,400,,gazowe,"Nowa Wieś, Krowodrza, Kraków, małopolskie"
228,918465,62.15,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wadowicka, Stare Podgórze, Podgórze, Kraków, małopolskie"
229,359000,24.5,1,do zamieszkania,,320,,miejskie,"Bieńczyce, Bieńczyce, Kraków, małopolskie"
230,510000,35.0,2,,balkon,,,miejskie,"Ruczaj, Dębniki, Kraków, małopolskie"
231,579000,36.6,2,,,400,,inne,"ul. Okólna, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie"
232,,116.76,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Bronowice, Bronowice, Kraków, małopolskie"
233,799335,51.66,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wadowicka, Stare Podgórze, Podgórze, Kraków, małopolskie"
234,1104117,75.11,3,,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Reduta, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
235,1298136,77.27,4,,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Reduta, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
236,1099000,46.8,2,do zamieszkania,,600,garaż/miejsce parkingowe,miejskie,"ul. Nadwiślańska, Stare Podgórze, Podgórze, Kraków, małopolskie"
237,699000,42.0,2,do zamieszkania,taras,480,garaż/miejsce parkingowe,miejskie,"ul. Sołtysowska, Łęg, Czyżyny, Kraków, małopolskie"
238,710000,37.64,2,do zamieszkania,ogródek,350,garaż/miejsce parkingowe,miejskie,"ul. Gaik, Tonie, Prądnik Biały, Kraków, małopolskie"
239,690000,38.0,2,do zamieszkania,"ogródek, taras",450,,miejskie,"Azory, Prądnik Biały, Kraków, małopolskie"
240,699000,50.0,3,do zamieszkania,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. Opolska, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie"
241,570000,36.0,2,do zamieszkania,,370,garaż/miejsce parkingowe,miejskie,"ul. Bosaków, Olsza, Prądnik Czerwony, Kraków, małopolskie"
242,179000,16.0,1,do wykończenia,balkon,,garaż/miejsce parkingowe,kotłownia,"ul. Grębałowska, Grębałów, Wzgórza Krzesławickie, Kraków, małopolskie"
243,768000,41.0,2,do zamieszkania,balkon,400,garaż/miejsce parkingowe,miejskie,"ul. Lublańska, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie"
244,780000,50.75,3,do zamieszkania,balkon,650,,miejskie,"Kliny, Swoszowice, Kraków, małopolskie"
245,1659000,104.3,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Emaus, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
246,827407,57.26,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Bolesława Czerwieńskiego, Azory, Prądnik Biały, Kraków, małopolskie"
247,841287,53.52,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Wadowicka, Stare Podgórze, Podgórze, Kraków, małopolskie"
248,135000,12.9,1,do wykończenia,ogródek,,garaż/miejsce parkingowe,kotłownia,"ul. Grębałowska, Grębałów, Wzgórza Krzesławickie, Kraków, małopolskie"
249,994949,69.87,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
250,,50.62,2,do wykończenia,balkon,350,garaż/miejsce parkingowe,miejskie,"ul. Zarzecze, Bronowice, Bronowice, Kraków, małopolskie"
251,658000,47.0,2,do zamieszkania,,,,miejskie,"ul. Przy Rondzie, Grzegórzki, Grzegórzki, Kraków, małopolskie"
252,1199000,74.3,4,,"balkon, ogródek, taras",69,garaż/miejsce parkingowe,,"ul. Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
253,720000,59.0,3,,balkon,1120,,inne,"ul. ks. Piotra Ściegiennego, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
254,699999,41.0,2,do zamieszkania,balkon,400,,miejskie,"Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
255,899000,56.0,3,do wykończenia,"balkon, taras",300,garaż/miejsce parkingowe,inne,"ul. Józefa Chełmońskiego, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
256,1049000,70.0,4,,,104,,gazowe,"ul. Botaniczna, Wesoła Wschód, Grzegórzki, Kraków, małopolskie"
257,1349000,117.2,4,do remontu,balkon,1100,garaż/miejsce parkingowe,miejskie,"ul. Teofila Aleksandra Lenartowicza, Piasek, Stare Miasto, Kraków, małopolskie"
258,217500,17.4,1,,,,,,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
259,190000,15.2,1,,,,,,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
260,331250,26.5,2,,,,,,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
261,153750,12.3,1,,,,,,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
262,288750,23.1,2,,,,,,"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
263,1450000,108.2,4,do wykończenia,"taras, balkon",150,garaż/miejsce parkingowe,gazowe,"ul. Władysława Łokietka, Tonie, Prądnik Biały, Kraków, małopolskie"
264,1070244,76.72,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
265,792043,60.14,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
266,611805,45.75,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Josepha Conrada, Azory, Prądnik Biały, Kraków, małopolskie"
267,1226184,74.98,3,,,,,miejskie,"ul. Smoleńsk, Nowy Świat, Stare Miasto, Kraków, małopolskie"
268,1278150,79.13,3,,,,,miejskie,"ul. Smoleńsk, Nowy Świat, Stare Miasto, Kraków, małopolskie"
269,1191900,73.36,3,,,,,miejskie,"ul. Smoleńsk, Nowy Świat, Stare Miasto, Kraków, małopolskie"
270,450000,39.28,2,do remontu,balkon,520,,miejskie,"Osiedle Handlowe, Nowa Huta, Nowa Huta, Kraków, małopolskie"
271,735000,48.06,3,do zamieszkania,balkon,,,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
272,807998,51.01,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Podgórze, Podgórze, Kraków, małopolskie"
273,1400000,63.0,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
274,699000,51.54,3,do zamieszkania,balkon,,,miejskie,"ul. Malachitowa, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
275,820000,54.0,2,do zamieszkania,balkon,670,,gazowe,"ul. Soroki, Kliny, Swoszowice, Kraków, małopolskie"
276,834400,47.68,1,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
277,,71.3,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Śliczna, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
278,,86.54,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Śliczna, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
279,485507,49.29,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Gustawa Morcinka, Zesławice, Wzgórza Krzesławickie, Kraków, małopolskie"
280,759000,60.0,2,do zamieszkania,,500,garaż/miejsce parkingowe,miejskie,"os. Oświecenia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
281,842372,57.11,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Bolesława Czerwieńskiego, Azory, Prądnik Biały, Kraków, małopolskie"
282,995000,135.65,4,,balkon,,garaż/miejsce parkingowe,gazowe,"Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie"
283,1229000,94.5,4,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,,"Czyżyny, Czyżyny, Kraków, małopolskie"
284,599000,45.08,2,do wykończenia,balkon,,,,"Czyżyny, Czyżyny, Kraków, małopolskie"
285,648000,44.5,2,do wykończenia,"ogródek, taras",400,garaż/miejsce parkingowe,miejskie,"ul. Tytusa Czyżewskiego, Łobzów, Krowodrza, Kraków, małopolskie"
286,809000,60.3,3,do wykończenia,balkon,600,garaż/miejsce parkingowe,miejskie,"ul. Zabawa, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
287,649000,39.17,2,,balkon,540,,,"Aleja Kijowska, Łobzów, Krowodrza, Kraków, małopolskie"
288,629000,43.0,2,do zamieszkania,"ogródek, taras",570,garaż/miejsce parkingowe,gazowe,"ul. Muzyków, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
289,917670,70.59,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
290,810135,60.01,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
291,435000,26.6,1,do zamieszkania,,,garaż/miejsce parkingowe,gazowe,"ul. Pleszowska, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
292,1063000,62.57,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. bp. Albina Małysiaka, Kobierzyn, Dębniki, Kraków, małopolskie"
293,697000,34.0,1,,balkon,178,,elektryczne,"ul. Zygmunta Augusta, Wesoła Wschód, Grzegórzki, Kraków, małopolskie"
294,155000,16.7,1,do wykończenia,,,garaż/miejsce parkingowe,kotłownia,"ul. Jana Kiepury, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie"
295,549000,30.73,1,do zamieszkania,,385,,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
296,149000,13.8,1,do wykończenia,balkon,,,kotłownia,"ul. Stanisława Augusta Poniatowskiego, Wzgórza Krzesławickie, Wzgórza Krzesławickie, Kraków, małopolskie"
297,169000,17.0,1,do wykończenia,,,garaż/miejsce parkingowe,kotłownia,"ul. Powały z Taczewa, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie"
298,175000,14.4,1,do wykończenia,,,garaż/miejsce parkingowe,kotłownia,"ul. Młodzieży, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
299,180000,20.0,1,do wykończenia,,,garaż/miejsce parkingowe,kotłownia,"ul. ks. Franciszka Maja, Opatkowice, Swoszowice, Kraków, małopolskie"
300,165000,15.6,1,do wykończenia,,,garaż/miejsce parkingowe,kotłownia,"ul. Juliusza Kadena-Bandrowskiego, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
301,209000,16.5,1,do wykończenia,,,,kotłownia,"ul. Stefana Otwinowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie"
302,570000,57.3,3,do wykończenia,balkon,500,garaż/miejsce parkingowe,miejskie,"ul. Graniczna, Skawina, Skawina, krakowski, małopolskie"
303,730000,63.05,3,do zamieszkania,balkon,450,,miejskie,"ul. Braci Czeczów, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
304,695000,39.0,2,,balkon,,garaż/miejsce parkingowe,miejskie,"Wesoła Zachód, Stare Miasto, Kraków, małopolskie"
305,899000,71.6,4,do remontu,balkon,750,garaż/miejsce parkingowe,miejskie,"Olsza, Prądnik Czerwony, Kraków, małopolskie"
306,650000,55.67,3,do remontu,,600,,miejskie,"Bieńczyce, Bieńczyce, Kraków, małopolskie"
307,785000,45.0,2,do zamieszkania,ogródek,620,garaż/miejsce parkingowe,miejskie,"Kobierzyn, Dębniki, Kraków, małopolskie"
308,790000,47.0,3,do zamieszkania,balkon,500,,miejskie,"ul. Lucjana Rydla, Bronowice, Bronowice, Kraków, małopolskie"
309,810000,63.0,3,do zamieszkania,,,,miejskie,"ul. Feliksa Konecznego, Żabiniec, Prądnik Biały, Kraków, małopolskie"
310,1350000,75.49,4,do zamieszkania,balkon,510,garaż/miejsce parkingowe,miejskie,"ul. Bajeczna, Dąbie, Grzegórzki, Kraków, małopolskie"
311,399000,54.0,2,do zamieszkania,,,,gazowe,"Chełm, Zwierzyniec, Kraków, małopolskie"
312,758049,50.54,3,,"balkon, taras",,garaż/miejsce parkingowe,,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
313,665000,49.5,2,,balkon,490,,miejskie,"Osiedle Kolorowe, Nowa Huta, Nowa Huta, Kraków, małopolskie"
314,980000,67.0,3,do zamieszkania,"balkon, taras",700,garaż/miejsce parkingowe,miejskie,"Czyżyny, Czyżyny, Kraków, małopolskie"
315,7934400,165.3,3,do wykończenia,taras,,,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
316,3777480,89.94,4,do wykończenia,taras,,,miejskie,"ul. gen. Tadeusza Kościuszki, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
317,925443,33.17,2,do wykończenia,,,,miejskie,"ul. Mogilska, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
318,959175,54.81,2,do zamieszkania,,,,miejskie,"ul. Dworska, Ludwinów, Dębniki, Kraków, małopolskie"
319,,50.75,3,do zamieszkania,taras,,garaż/miejsce parkingowe,miejskie,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
320,,49.1,2,do zamieszkania,,,,miejskie,"ul. Skawińska, Kazimierz, Stare Miasto, Kraków, małopolskie"
321,1208429,67.51,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Saska, Płaszów, Podgórze, Kraków, małopolskie"
322,902000,32.8,2,do zamieszkania,,,,miejskie,"ul. Rakowicka, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
323,994345,55.55,3,do wykończenia,,,,miejskie,"ul. Saska, Płaszów, Podgórze, Kraków, małopolskie"
324,916635,34.59,2,do zamieszkania,,,,miejskie,"ul. Lwowska, Stare Podgórze, Podgórze, Kraków, małopolskie"
325,2497775,101.95,4,do wykończenia,,,,miejskie,"ul. Mogilska, Rakowice, Prądnik Czerwony, Kraków, małopolskie"
326,760500,45.0,3,do zamieszkania,,500,garaż/miejsce parkingowe,miejskie,"ul. Myśliwska, Płaszów, Podgórze, Kraków, małopolskie"
327,924744,58.16,3,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"ul. Myśliwska, Płaszów, Podgórze, Kraków, małopolskie"
328,1543745,63.01,1,do wykończenia,,,,miejskie,"ul. Lwowska, Stare Podgórze, Podgórze, Kraków, małopolskie"
329,1105843,55.57,3,do wykończenia,,,,miejskie,"ul. Romana Kiełkowskiego, Zabłocie, Podgórze, Kraków, małopolskie"
330,894375,56.25,3,do zamieszkania,,350,,miejskie,"ul. gen. Antoniego Józefa Madalińskiego, Dębniki, Dębniki, Kraków, małopolskie"
331,813834,43.06,3,do zamieszkania,,,,miejskie,"al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie"
332,686983,32.87,2,do zamieszkania,"ogródek, taras",,,miejskie,"al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie"
333,686983,32.87,2,do zamieszkania,,,,miejskie,"al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie"
334,754210,37.9,2,do zamieszkania,,,garaż/miejsce parkingowe,miejskie,"al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie"
335,895700,33.8,2,do wykończenia,ogródek,,,miejskie,"ul. Rakowicka, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
336,679000,46.0,3,do zamieszkania,"balkon, taras",450,garaż/miejsce parkingowe,miejskie,"Kantorowice, Wzgórza Krzesławickie, Kraków, małopolskie"
337,716000,50.0,2,do zamieszkania,balkon,690,garaż/miejsce parkingowe,miejskie,"ul. Sołtysowska, Łęg, Czyżyny, Kraków, małopolskie"
338,709000,43.31,2,do zamieszkania,balkon,580,garaż/miejsce parkingowe,miejskie,"ul. Sołtysowska, Łęg, Czyżyny, Kraków, małopolskie"
